vencimento;descricao;centro_custo;valor;categoria_id;observacoes
2023-01-20;CAGEPA MANAIRA;FM;149.26;
2023-01-20;EMBULED 11.783 - 2/4;ML;3351.92;
2023-01-20;NEOTRON IMPOLUZ 24264 04/08;FM;1581.34;
2023-01-20;COMPLEMENTO SALARIO TABATHA;FM;1000.0;
2023-01-20;CONDOMINIO BANANEIRAS;PESSOAL;320.0;
2023-01-20;CARTÃO HAIRTON CONFRA;PESSOAL;219.34;
2023-01-20;DANTAS 464005 02/03;FM;384.29;
2023-01-20;RECEITA FEDERAL;ML;836.6;
2023-01-20;SORTE LUZMP. COMERCIO IMPORTAÇÃO 30633;FM;908.26;
2023-01-20;SUPERMERCADO DA LIMPEZA 8986;FM;369.94;
2023-01-20;DARF;ML;28.67;
2023-01-20;DARF;FM;19.0;
2023-01-20;RECEITA FEDERAL;ML;2928.28;
2023-01-21;NEOTRON IMPOLUZ Nº 713 2/5;FM;1279.4;
2023-01-21;MARTINS 3.851.870 3/3;FM;189.9;
2023-01-23;SORTE LUZ MP. COMERCIO IMPORTAÇÃO 30633;FM;181.76;
2023-01-17;COMISSÃO VENDEDORES;FM/ML;6747.41;
2023-01-17;NEOTRON IMPOLUZ 24155 4/7;FM;1971.52;
2022-01-17;BRONZEART 4/6;FM;607.5;
2023-01-17;PORTO LED 1130 2/3;FM;572.3;
2023-01-17;MP (SORTE LUZ) 38216 6/7;FM;585.15;
2023-01-20;PASSAGEM E ALMOÇO FUNCIONÁRIOS;FM/ML;1067.8;
2023-01-20;SAMUEL;PESSOAL;8100.0;
2023-01-20;COMISSÃO ELETRICISTA;PESSOAL;667.5;
2023-01-20;SIDNEY;PESSOAL;293.47;
2023-01-20;HUGO PERFIL;PESSOAL;4750.0;
2023-01-20;HUGO PENDENCIA;PESSOAL;7250.0;
2023-01-20;SIMPLES NACIONAL;FM;14395.52;
2023-01-24;DANTAS 464808 3/5;FM;792.48;
2023-01-24;CONTA AZUL;FM;349.9;
2023-01-24;OESTE COMERCIO 1075 4/7;ML;707.14;
2023-01-24;BRONZEARTE 56222 05/06;FM;865.83;
2023-01-24;OESTE COMERCIO 1075 4/7;ML;1060.71;
2023-01-25;PBTEC;FM;340.0;
2023-01-25;PBTEC;ML;340.0;
2023-01-25;VIVO MOVEL;ML;37.96;
2023-01-26;LUXMUNDO 24312 3/3;FM;761.0;
2023-01-26;BLUMENAU 9/9;ML;757.31;
2023-01-29;COMERCIO MARTINS 3/3;ML;253.5;
2023-01-30;COMERCIO ELETRICA 122 3/7;ML;565.71;
2023-01-30;PLANSERV;ML;307.0;
2022-01-31;BRONZEART 5/6;FM;607.5;
2023-01-30;MARAJA;ML;610.87;
2023-01-30;IMPOLUZ;FM;1581.34;
2023-01-28;ARMARINHO BARTOLOMEU - 185121 1/5;FM;1140.93;
2023-01-29;ASTRA LED 1933 2/2;ML;1922.82;
2023-01-29;SORTE LUZ 39396 2/3;FM;1502.39;
2023-01-30;IMPOLUZ 24374 4/8;FM;1006.29;
2023-01-30;MP COMERCIO 39180 3/6;FM;1378.74;
2023-01-30;MONTREAL;PESSOAL;619.36;
2023-01-24;EMBULED 11866 - 2/3;ML;3639.15;
2023-01-24;CONTA AZUL;ML;349.9;
2023-01-24;EMBULED 4/4;ML;2171.31;
2023-01-24;OESTE COMERCIO 1075 4/7;ML;1060.71;
2023-01-24;SORTE LUZ 38341 5/6;FM;1049.62;
2023-01-24;BRISANET;ML;174.9;
2023-01-28;MEGA LUX 2/3;ML;1407.14;
2023-01-30;OESTE COMERCIO 122 3/7;ML;834.29;
2023-01-26;EMPRESTIMO BB 31/66;FM;4655.09;
2023-01-26;BANCO NORDESTE TAXAS / JUROS;ML;663.51;
2023-01-26;ENERGIA BANANEIRAS;PESSOAL;133.72;
2023-01-28;BANCO DO BRASIL;PESSOAL;24.0;
2023-01-28;ENERGIA AV GOV;PESSOAL;;
2023-01-28;CONTA AZUL;FM;;
2023-01-28;CONTA AZUL;ML;;
2023-01-28;ARMARINHO BARTOLOMEU - 185121 1/5;FM;1140.93;
2023-01-28;MEGA LUX 2/3;ML;1407.14;
2023-01-29;ASTRA LED 1933 2/2;ML;1922.82;
2023-01-29;SORTE LUZ 39396 2/3;FM;1502.39;
2023-01-29;SEGURO CARRO;PESSOAL;;
2023-01-30;IMPOLUZ 24374 4/8;FM;1006.29;
2023-01-30;MP COMERCIO 39180 3/6;FM;1378.74;
2023-01-30;BRIZANET;ML;174.9;
2023-01-30;RG LED 268 CHEQUE;PESSOAL;2400.0;
2023-01-30;SEGURO TORRE;ML;;
2023-01-30;BRISANET;ML;;
2023-01-30;OESTE COMERCIO 122 3/7;ML;834.29;
2023-01-30;ENERGISA PRISCYLLA;PESSOAL;;
2023-01-31;SIMPLES NACIONAL;FM;414.83;
2023-01-31;SIMPLES NACIONAL;FM;325.34;
2023-01-31;SIMPLES NACIONAL;ML;188.64;
2023-01-31;SIMPLES NACIONAL;ML;325.34;
2023-01-31;CEF  CHEQUE ESPECIAL;FM;11390.87;
2023-01-31;BRADESCO D.ROSA;;5000.0;
2023-01-31;COMISSÃO ARQUITETOS;ML;640.5;
2023-02-01;PLACA ENERGIA SOLAR Nº36529108 8/60;FM;3612.7;
2023-02-01;ALUGUEL TORRE;ML;4800.0;
2023-02-01;ALUGUEL MANAIRA;FM;4000.0;
2023-02-01;EMPRÉSTIMO SICREDI 11/42;ML;2190.47;
2023-02-01;MP (SORTE LUZ) 38216 7/7;FM;585.15;
2023-02-01;IMPOLUZ 24155 5/7;FM;1971.52;
2023-02-01;MARAJA 446394;ML;610.87;
2023-02-01;HAIRTON;PESSOAL;136.46;
2023-02-01;MARAJA;FM;235.7;
2023-02-05;PASSAGEM SAO PAULO AVIÃO;FM;122.91;
2023-02-05;EDGAR CONTADOR;FM;705.0;
2023-02-05;EDGAR CONTADOR;ML;705.0;
2023-02-05;CARTÃO HAIRTON / PASSAGEM SAO PAULO   01/05;FM;260.77;
2023-02-05;MERCADO LIVRE (CHIP 50W);FM;343.92;
2023-02-05;CARTÃO HAIRTON - AMERICANAS BOMBOM PRA LOJA;FM;34.97;
2023-02-05;CARTÃO HAIRTON ( AR-CONDICIONADO PASSAT PRETO) 2/5;PESSOAL;200.0;
2023-02-05;CARTÃO HARTON (SUPORTE P/ PAINEL) 1/3;FM;48.33;
2023-02-05;CARTÃO HAIRTON ( PARAFUSO P/ ESTRUTURA GALPAO);FM;186.0;
2023-02-05;CARTÃO HAIRTON ( CALHA GUALPAO);FM;93.8;
2023-02-05;CARTÃO TABATHA  - REFLETOR RGB 100W C/ MEMORIA 4/5;FM;258.7;
2023-02-05;CARTÃO TABATHA - TELHA LOJA MANAIRA 1/3;FM;864.53;
2023-02-05;RIACHUELO D.ROSA;PESSOAL;5.9;
2023-02-05;IMPOLUZ Nº 713 3/5;FM;1279.4;
2023-02-05;EMBULED 12325 1/4;ML;1445.17;
2023-02-06;ENERGIA APTO SR FERNANDO;PESSOAL;206.24;
2023-02-06;EMPRESTIMO BANCO NORDESTE;FM;2000.0;
2023-02-06;MARAJA;ML;514.3;
2023-02-06;FOLHA FUNCIONARIOS;FM/ML;14200.0;
2023-02-07;BRONZEARTE 56222 06/06;FM;865.85;
2023-02-04;NEOTRON IMPOLUZ 24264 05/08;FM;1581.34;
2023-02-05;RIACHUELO;PESSOAL;5.9;
2023-02-05;CONTADOR EDGARD;FM;705.0;
2023-02-05;CONTADOR EDGARD;ML;705.0;
2023-02-05;CARTÃO HAIRTON PASSAGEM SAO PAULO AVIÃO;FM;122.91;
2023-02-05;CARTÃO HAIRTON / PASSAGEM SAO PAULO AVIÃO  01/05;FM;260.77;
2023-02-05;MERCADO LIVRE (CHIP 50W);FM;343.92;
2023-02-05;CARTÃO HAIRTON - AMERICANAS BOMBOM PRA LOJA;FM;34.97;
2023-02-05;CARTÃO HAIRTON ( AR-CONDICIONADO PASSAT PRETO) 2/5;PESSOAL;200.0;
2023-02-05;CARTÃO HARTON (SUPORTE P/ PAINEL) 1/3;FM;48.33;
2023-02-05;CARTÃO HAIRTON ( PARAFUSO P/ ESTRUTURA GUALPAO);FM;186.0;
2023-02-05;CARTÃO HAIRTON ( CALHA GUALPAO);FM;93.8;
2023-02-05;CRTÃO TABATHA  - REFLETOR RGB 100W C/ MEMORIA 4/5;FM;258.7;
2023-02-05;CARTÃO TABATHA - TELHA LOJA MANAIRA 1/3;FM;864.53;
2023-02-05;IMPOLUZ Nº 713 3/5;FM;1279.4;
2023-02-05;EMBULED 12325 1/4;ML;1445.17;
2023-02-06;ENERGIA SR. FERNANDO;PESSOAL;206.24;
2023-02-06;EMPRESTIMO BANCO NORDESTE;FM;;
2023-02-06;SALARIO FUNCIONARIO;FM/ ML;14200.0;
2023-02-06;MARAJA;ML;514.3;
2023-02-07;TIM;PESSOAL;288.19;
2023-02-07;FGTS;ML;396.1;
2023-02-07;FGTS;FM;430.41;
2023-02-07;BRADESCO D.ROSA;PESSOAL;2000.0;
2023-02-07;BRONZEARTE 56222 06/06;FM;865.85;
2023-02-08;EMPRESTIMO BB 32/40;ML;2360.21;
2023-02-08;CARTÃO ITAU UNICLASS;PESSOAL;251.86;
2023-02-08;PASSAGEM AVIÃO SR FERNANDO E HAIRTON;PESSOAL;115.42;
2023-02-08;PASSAGEM AVIÃO SR FERNANDO E HAIRTON  01/05;PESSOAL;245.8;
2023-02-08;PASSAGEM AVIÃO 11/12;PESSOAL;242.88;
2023-02-08;CARTÃO TABATHA - EX 01/10;PESSOAL;25.0;
2023-02-08;CARTÃO TABATHA - P/ SR FERNANDO;PESSOAL;1000.0;
2023-02-08;CARTÃO D. TABATHA ABASTECIMENTO CARRO STRADA;PESSOAL;228.27;
2023-02-08;CARTÃO TABATHA - EX 01/03;PESSOAL;76.66;
2023-02-08;CARTÃO D.TABATHA ABASTECIMENTO CARRO STRADA;PESSOAL;225.29;
2023-02-08;CARTÃO TABATHA IOB (CAFE / BOLACHA LOJA);FM;77.3;
2023-02-08;DANTAS 464808 4/5;FM;792.48;
2023-02-08;SORTE LUZ 38341 6/6;FM;1049.65;
2023-02-08;OESTE COMERCIO 1075 5/7;ML;707.14;
2023-02-08;OESTE COMERCIO 1075 5/7;ML;1060.71;
2023-02-08;EMPRESTIMO BB 32/40;ML;2360.21;
2023-02-08;DANTAS 464808 4/5;FM;792.48;
2023-02-08;SORTE LUZ 38341 6/6;FM;1049.65;
2023-02-08;OESTE COMERCIO 1075 5/7;ML;707.14;
2023-02-08;OESTE COMERCIO 1075 5/7;ML;1060.71;
2023-02-09;BARTOLOMEU 189028 4/5;FM;1422.95;
2023-02-09;MULTHI 30340 1/5;ML;475.36;
2023-02-09;EMBULED 3/5 - 11.59;ML;1207.73;
2023-02-09;CHEQUE 239;FM;1900.0;
2023-02-09;SORTE LUZ 38843 5/6;FM;1807.46;
2023-02-10;CARTAO VISA GOLD;PESSOAL;6462.52;
2023-02-10;TOP SAT;PESSOAL;50.0;
2023-02-10;CONDOMINIO SR FERNANDO;PESSOAL;1499.14;
2023-02-10;PORTO LED 1205 1/3;FM;949.34;
2023-02-10;BRONZEARTE 557432 5/5;FM;717.6;
2023-02-10;VANCOUVER (CANADÁ SEGURANÇA);FM;250.0;
2023-02-10;MANUTENÇÃO SAITE;FM;200.0;
2023-02-12;ASSESSORIA JURIDICA;FM / ML;1000.0;
2023-02-12;ARMARINHO BARTOLOMEU - 185121 2/5;FM;1140.93;
2023-02-13;MP COMERCIO IMPORTACAO 39396 3/3;FM;1502.39;
2023-02-13;BANCO NORDESTE  CONTA 761-3;FM;1860.0;
2023-02-13;EMPRESTIMO SICREDI 15/44;FM;3272.7;
2023-02-13;COMERCIO ELETRICA 122 4/7;ML;565.71;
2023-02-13;OESTE COMERCIO 122 4/7;ML;834.29;
2023-02-13;MANUTENÇÃO REDE SOCIAL;FM;850.0;
2023-02-13;CARTÃO TABATHA;PESSOAL;;
2023-02-13;CARTÃO BB D.ROSA;PESSOAL;;
2023-02-14;AGUA MINERAL COM GAS INDAIA;FM;393.6;
2023-02-14;MP COMERCIO 3918 04/6;FM;1378.74;
2023-02-14;BRONZEART 5634846 6/6;FM;607.5;
2023-02-14;IMPOLUZ 24264 5/8;FM;1581.34;
2023-02-14;CAGEPA;ML;156.88;
2023-02-14;IMPOLUZ 24374 5/8;FM;1006.29;
2023-02-13;CARTÃO TABATHA;PESSOAL;2198.92;
2023-02-13;CARTÃO BB D.ROSA;PESSOAL;3000.0;
2023-02-15;MEGA LUX 2416 1/9;ML;2178.04;
2023-02-15;PAPELARIA;FM;156.1;
2023-02-15;RG LED 269 CHEQUE;PESSOAL;;
2023-02-15;BANCO DO NORDESTE 26/57;FM;1500.0;
2023-02-15;SEGURO STRAD 6/5;FM;412.58;
2023-02-15;SORTE LUZ 39843 1/9;FM;1251.27;
2023-02-15;GONDIM - LIMPEZA DE SERVIÇO;FM;70.0;
2023-02-15;VIVO;FM;255.58;
2023-02-15;ITAU D.ROSA;PESSOAL;;
2023-02-15;CONDOMINIO PRYSCILA;PESSOAL;1103.44;
2023-02-16;ENERGIA TORRE;ML;540.93;
2023-02-16;IMPOLUZ 24155 6/7;FM;1971.52;
2023-02-16;PORTO LED 1130 3/3;FM;572.3;
2023-02-16;JOANA;FM;4075.0;
2023-02-17;COMISSÃO VENDEDORES;FM/ML;2546.62;
2023-02-17;RECEITA FEDERAL;ML;570.26;
2023-02-17;RECEITA FEDERAL;FM;855.27;
2023-02-17;MARAJA;ML;1006.48;
2023-02-17;EMBULED 12503 1/2;ML;2219.3;
2023-02-17;RIVATTI 159971 1/5;FM;903.93;
2023-02-17;JOANA;FM;4075.0;
2023-02-18;MEGA LUX 2247 2/9;ML;2004.37;
2022-02-19;EMBULED 11.783 - 3/4;ML;3351.92;
2023-02-19;DANTAS 464005 03/03;FM;384.29;
2023-02-19;NEOTRON IMPOLUZ 24264 06/08;FM;1581.34;
2023-02-20;CARTÃO HAIRTON CONFRA 3/3;PESSOAL;219.34;
2023-02-20;SEGURO PASSAT;PESSOAL;915.71;
2023-02-20;MARAJA 453889;ML;362.7;
2023-02-22;SIMPLES NACIONAL;FM;8634.36;
2023-02-22;SIMPLES NACIONAL;ML;1682.65;
2023-02-22;ENERGIA GOV FLAVIO;PESSOAL;;
2023-02-22;ARMARINHO BARTOLOMEU 197606 1/5;FM;1205.51;
2023-02-18;MEGA LUX 2247 2/9;ML;2004.37;
2022-02-19;EMBULED 11.783 - 3/4;ML;3351.92;
2023-02-19;DANTAS 464005 03/03;FM;384.29;
2023-02-19;COMPLEMENTO SALARIO;PESSOAL;1000.0;
2023-02-20;CONDOMINIO BANANEIRAS;PESSOAL;320.0;
2023-02-20;CAGEPA;FM;156.88;
2023-02-20;CARTÃO HAIRTON CONFRA 3/3;PESSOAL;219.34;
2023-02-20;CARTÃO HAIRTON ( MARTELETE);PESSOAL;50.0;
2023-02-20;CARTÃO HAIRTON (CARRO DE MÃO);PESSOAL;151.5;
2023-02-20;DARF;FM;161.94;
2023-02-20;DARF;ML;161.94;
2023-02-20;IMPOLUZ Nº 713 4/5;FM;1279.4;
2023-02-20;MARAJA 453889;ML;362.7;
2023-02-22;SIMPLES NACIONAL;FM;8634.36;
2023-02-22;SIMPLES NACIONAL;ML;1682.65;
2023-02-22;ARMARINHO BARTOLOMEU 197606 1/5;FM;1205.51;
2023-02-23;JUNIOR CONTADOR ( ALTERAÇÃO );FM;;
2023-02-23;JOANA 2/3;PESSOAL;;
2023-02-23;EMBULED 11866 - 3/3;ML;3369.17;
2023-02-23;DANTAS 464808 5/5;FM;792.48;
2023-02-23;OESTE COMERCIO 1075 6/7;ML;707.14;
2023-02-23;OESTE COMERCIO 1075 6/7;ML;1060.71;
2023-02-24;MULTHI 30340 2/5;ML;475.38;
2023-02-24;SORTE LUZ 38843 6/6;FM;2059.72;
2023-02-24;JOANA;PESSOAL;4075.0;
2023-02-24;PASSAGENS + ALMOÇO;FM/ML;1067.8;
2023-02-25;CARTÃO CARREFOUR;PESSOAL;;
2023-02-25;PBTEC;FM;340.0;
2023-02-25;PBTEC;ML;340.0;
2023-02-25;MARTINS 3907071 1/5;FM;594.51;
2023-02-25;TAMBASA 19794401;FM;780.25;
2023-02-25;VIVO MOVEL;FM;46.53;
2023-02-26;EMPRESTIMO BB 32/66;FM;2211.0;
2023-02-26;ENERGIA BANANEIRAS;PESSOAL;264.88;
2023-02-26;ENERGIA TORRE;ML;540.93;
2023-02-27;ARMARINHO BARTOLOMEU - 185121 3/5;FM;1140.93;
2023-02-27;ARMARINHO BARTOLOMEU - 195733 1/5;FM;1886.87;
2023-02-27;MEGA LUX 1922;ML;1407.15;
2023-02-27;COMERCIO ELETRICA 122 5/7;ML;834.29;
2023-02-27;COMERCIO ELETRICA 122 5/7;ML;565.71;
2023-02-28;ICMS;ML;2269.21;
2023-02-28;ICMS;ML;339.38;
2023-02-28;ICMS;FM;6192.41;
2023-02-28;ICMS;FM;795.92;
2023-02-28;SIMPLES NACINAL - PARCELAMENTO;ML;328.7;
2023-02-28;SIMPLES NACINAL - PARCELAMENTO;ML;190.46;
2023-02-28;SIMPLES NACINAL - PARCELAMENTO;FM;328.7;
2023-02-28;SIMPLES NACINAL - PARCELAMENTO;FM;418.83;
2023-02-28;MARAJA;FM;1184.12;
2023-02-28;MP COMERCIO 31562 04/;FM;513.92;
2023-02-28;CARTÃO BB VISA;PESSOAL;30.0;
2023-02-28;RG LED 270 CHEQUE;PESSOAL;2400.0;
2023-02-28;SEGURANÇA TORRE;ML;307.0;
2023-02-28;CONTA AZUL;FM;349.9;
2023-02-28;CONTA AZUL;ML;349.9;
2023-02-28;BRISANET;ML;174.9;
2023-02-28;CARTÃO NUBANK;PESSOAL;4878.62;
2023-03-01;SUPERMERCADO DA LIMPEZA 9930;FM;321.04;
2023-03-01;ALUGUEL MANAIRA;FM;4000.0;
2023-03-01;ALUGUEL TORRE;ML;4800.0;
2023-03-01;DEVOLUÇÃO CLIENTE;ML;700.0;
2023-03-01;BANCO NORDESTE;FM;1000.0;
2023-03-01;MP COMERCIO 39180 6/6;FM;1378.74;
2023-03-01;PLACA ENERGIA SOLAR Nº36529108 9/60;FM;3612.7;
2023-03-01;EMPRÉSTIMO SICREDI 12/42;ML;2190.47;
2023-03-01;IMPOLUZ 24264 6/8;FM;1581.34;
2023-03-01;IMPOLUZ 24374 6/8;FM;1006.29;
2023-03-02;JOANA 03/03;FM;4075.0;
2023-03-02;EMPRESTIMO BANCO DO BRASIL;ML;3070.0;
2023-03-02;MEGA LUX 2416 2/9;ML;2178.04;
2023-03-02;CERTIFICADO DIGITAL;ML;200.0;
2023-03-02;SORTE LUZ 39843 2/9;FM;1251.27;
2023-03-02;SORTE LUZ 40.153 1/5;FM;1237.5;
2023-03-02;DAR - ICMS SUBSTITUICAO;ML;532.75;
2023-03-02;DAR - ICMS SUBSTITUICAO;FM;1535.57;
2023-03-03;IMPOLUZ 24155 7/7;FM;1971.52;
2023-03-03;PASSAGEM E ALMOÇO FUNCIONÁRIOS;FM/ML;1067.8;
2023-03-03;MAURICIO;PESSOAL;300.0;
2023-03-03;BANCO NORDESTE;ML;200.0;
2023-03-03;CERTIFICADO DIGITAL;ML;200.0;
2023-03-03;RIVATTI 159971 2/5;FM;903.93;
2023-03-03;MP COMERCIO IMPORTACAO 2162 01/;FM;803.86;
2023-03-04;AMIL;FM;3869.33;
2023-03-04;CASA DO COLEGIAL;FM;217.6;
2023-03-05;RIACHUELO;PESSOAL;5.9;
2023-03-05;FOLHA DE PAGAMENTO;FM/ML;;
2023-03-05;ASSESSORIA EMPRESARIAL;FM;705.0;
2023-03-05;ASSESSORIA EMPRESARIAL;ML;705.0;
2023-03-05;CARTÃO TABATHA (MARTELETE PROJECTA);FM;;
2023-03-05;CARTÃO TABATHA ( MATERIAL P/ OBRA CARTACHO);FM;;
2023-03-05;CARTÃO TABATHA  - REFLETOR RGB 100W C/ MEMORIA 5/5;FM;;
2023-03-05;CARTÃO TABATHA - TELHA LOJA MANAIRA 2/3;FM;;
2023-03-05;CARTAO HAIRTON ( CIMENTO);FM;;
2023-03-05;CARTÃO HARTON (TIJOLOS CASA NOBRE);FM;;
2023-03-05;CARTÃO HAIRTON ( ALUGUEL BITONERA);FM;;
2023-03-05;CARTÃO HAIRTON - MARTELETE ALUGUEL;FM;;
2023-03-05;CARTÃO HARTON (SUPORTE P/ PAINEL) 2/3;FM;;
2023-03-05;CARTÃO HAIRTON /PASSAGEM SAO PAULO AVIÃO  02/05;FM;;
2023-03-05;CARTÃO HAIRTON ( AR-CONDICIONADO PASSAT PRETO) 3/5;PESSOAL;;
2023-03-05;CARTÃO HAIRTON (LONA - OBRA MULTI UTILIDADES);FM;;
2023-03-05;CARTÃO HAIRTON ( CIMENTO P/ OBRA);FM;;
2023-03-05;CARTÃO HAIRTON ( CIMENTO P/ OBRA);FM;;
2023-03-05;CARTÃO HARTON (LOCAÇÃO ANDAIME/PLATAFORMA);FM;;
2023-03-05;MEGA LUX 2247 3/9;ML;2004.37;
2023-03-05;ASSESSORIA JURIDICA;FM;;
2023-03-06;EMPRESTIMO BANCO NORDESTE;FM;;
2023-03-06;ENERGIA SR. FERNANDO;PESSOAL;350.0;
2023-03-06;EMBULED 11.783 - 4/4;ML;3351.95;
2023-03-06;NEOTRON IMPOLUZ 24264 07/08;FM;1581.34;
2023-03-07;TIM SR. FERNANDO;PESSOAL;283.78;
2023-03-07;FGTS;FM;435.16;
2023-03-07;FGTS;ML;402.53;
2023-03-07;ENERGIA;FM;467.2;
2023-03-05;FOLHA DE PAGAMENTO;FM/ML;9545.09;
2023-03-06;EMPRESTIMO BANCO NORDESTE;FM;700.0;
2023-03-08;CARTÃO ITAU UNICLASS;PESSOAL;202.55;
2023-03-08;TIM SR FERNANDO;PESSOAL;283.0;
2023-03-08;IPTU/TCR;FM;301.0;
2023-03-08;SEGURO VEICULO;PESSOAL;426.2;
2023-03-08;ASTRALED 2754 1/5;ML;1563.47;
2023-03-08;EMPRESTIMO BANCO NORDESTE;ML;700.0;
2023-03-08;CARTÃO D. TABATHA (PASSAGEM AVIÃO) 12/12;FM;243.0;
2023-03-08;CARTÃO TABATHA - EXA;PESSOAL;25.0;
2023-03-08;CARTÃO TABATHA - EXA;PESSOAL;76.66;
2023-03-08;ENERGIA LOJA;FM;467.2;
2023-03-08;MARAJA;FM;139.03;
2023-03-08;MARAJA;ML;227.39;
2023-03-08;MEGA LUX 2754 01/05;ML;1563.47;
2023-03-09;CEF CHEQUE ESPECIAL;FM;1300.0;
2023-03-09;PIX PARA SAMUEL;PESSOAL;1670.0;
2023-03-09;ITAU SR FERNANDO;PESSOAL;4600.0;
2023-03-09;EMPRESTIMO BB;ML;2930.57;
2023-03-09;JOANA 3/3;PESSOAL;4075.0;
2023-03-09;CARTAO TABATHA;PESSOAL;2420.79;
2023-03-10;SITE LOJAS;FM;200.0;
2023-03-10;CHEQUE 240;FM;1900.0;
2023-03-10;CARTAO VISA GOLD;PESSOAL;2137.0;
2023-03-10;TOP SAT;PESSOAL;50.0;
2023-03-10;CONDOMINIO SR FERNANDO;PESSOAL;1499.14;
2023-03-10;OESTE COMERCIO 1075 7/7;ML;707.16;
2023-03-10;OESTE COMERCIO 1075 7/7;ML;1060.74;
2023-03-10;VANCOUVER (CANADÁ SEGURANÇA);FM;250.0;
2023-03-09;CARTAO TABATHA;PESSOAL;2000.0;
2023-03-10;SITE LOJAS;FM;200.0;
2023-03-10;CHEQUE 240;FM;1900.0;
2023-03-10;CARTAO VISA GOLD;PESSOAL;2000.0;
2023-03-10;TOP SAT;PESSOAL;50.0;
2023-03-10;CREDITO GABRIEL;PESSOAL;40.0;
2023-03-10;CONDOMINIO SR FERNANDO;PESSOAL;1499.14;
2023-03-10;OESTE COMERCIO 1075 7/7;ML;707.16;
2023-03-10;OESTE COMERCIO 1075 7/7;ML;1060.74;
2023-03-10;VANCOUVER (CANADÁ SEGURANÇA);FM;250.0;
2023-03-10;CARTAO VISA GOLD;PESSOAL;3500.0;
2023-03-11;CARTÃO HAIRTON;PESSOAL;1095.0;
2023-03-11;MULTHI 30340 3/5;ML;475.38;
2023-03-11;EMBULED 4/5 - 11.595;ML;1207.73;
2023-03-11;ARMARINHO 189028 5/5;FM;1422.95;
